Mean_P, SD_P
2.373199462890625000e-01,6.075344273271171858e+01
2.031860351562500000e-01,5.201522815076121020e+01
1.764678955078125000e-01,4.517543658482679803e+01
2.035369873046875000e-01,5.210507121530520891e+01
2.105712890625000000e-01,5.390583872638212881e+01
1.633758544921875000e-01,4.182389965531695708e+01
2.018280029296875000e-01,5.166757455317799952e+01
2.030181884765625000e-01,5.197225972858798571e+01
2.095489501953125000e-01,5.364412197314539554e+01
2.055511474609375000e-01,5.262069228138366128e+01
1.440582275390625000e-01,3.687862488520100612e+01
2.279663085937500000e-01,5.835892975160502516e+01
2.146453857421875000e-01,5.494879951913170402e+01
2.031555175781250000e-01,5.200741571036608946e+01
1.896057128906250000e-01,4.853869217492933785e+01
2.230987548828125000e-01,5.711284550858216846e+01
1.992950439453125000e-01,5.101914200038240921e+01
2.039031982421875000e-01,5.219882050004670049e+01
1.820220947265625000e-01,4.659730073674005979e+01
2.154846191406250000e-01,5.516364162999775544e+01
1.903228759765625000e-01,4.872228452421479972e+01
2.055358886718750000e-01,5.261678606118606183e+01
2.263183593750000000e-01,5.793705797026812832e+01
2.287139892578125000e-01,5.855033454128564330e+01
2.315063476562500000e-01,5.926517283743985587e+01
2.082366943359375000e-01,5.330818703615489085e+01
1.905975341796875000e-01,4.879259648777098590e+01
2.228546142578125000e-01,5.705034598542109592e+01
2.270202636718750000e-01,5.811674409935606889e+01
2.058410644531250000e-01,5.269491046513737587e+01
1.819915771484375000e-01,4.658948829634491062e+01
2.270660400390625000e-01,5.812846275994878908e+01
2.087707519531250000e-01,5.344490474306964956e+01
2.159881591796875000e-01,5.529254689651735788e+01
1.860656738281250000e-01,4.763244908909449293e+01
2.072296142578125000e-01,5.305037650311563624e+01
1.891632080078125000e-01,4.842541178919998401e+01
1.865692138671875000e-01,4.776135435561410247e+01
1.784667968750000000e-01,4.568715143070766516e+01
1.851043701171875000e-01,4.738635721664800116e+01
1.705474853515625000e-01,4.365982314817197363e+01
1.880950927734375000e-01,4.815197637537050213e+01
1.873016357421875000e-01,4.794885292509714958e+01
1.968994140625000000e-01,5.040586542936484449e+01
2.138977050781250000e-01,5.475739472945109299e+01
2.163848876953125000e-01,5.539410862165403415e+01
1.876220703125000000e-01,4.803088354924597780e+01
1.803588867187500000e-01,4.617152273520557770e+01
2.263946533203125000e-01,5.795658907125595505e+01
2.437286376953125000e-01,6.239405521568858859e+01
1.792755126953125000e-01,4.589418110117857452e+01
2.034912109375000000e-01,5.209335255471246029e+01
1.973876953125000000e-01,5.053086447568689010e+01
2.187500000000000000e-01,5.599957275227642128e+01
2.131958007812500000e-01,5.457770860036314531e+01
1.843719482421875000e-01,4.719885864716487589e+01
2.384033203125000000e-01,6.103078436673872886e+01
2.041473388671875000e-01,5.226132002320774461e+01
2.223968505859375000e-01,5.693315937949417815e+01
2.158813476562500000e-01,5.526520335513439619e+01
1.346282958984375000e-01,3.446458080310649308e+01
2.051696777343750000e-01,5.252303677644450630e+01
2.260131835937500000e-01,5.785893356631684270e+01
1.825408935546875000e-01,4.673011222345721194e+01
2.118682861328125000e-01,5.423786744317509090e+01
2.028045654296875000e-01,5.191757264582209075e+01
2.358245849609375000e-01,6.037063315335048230e+01
2.056732177734375000e-01,5.265194204296414426e+01
1.543121337890625000e-01,3.950360485796396404e+01
1.888122558593750000e-01,4.833556872465601373e+01
2.099304199218750000e-01,5.374177747808447236e+01
2.014312744140625000e-01,5.156601282804134456e+01
1.645660400390625000e-01,4.212858483072692195e+01
1.943817138671875000e-01,4.976133909676683231e+01
1.960601806640625000e-01,5.019102331849887833e+01
2.117462158203125000e-01,5.420661768159458660e+01
2.137908935546875000e-01,5.473005118806813840e+01
2.108001708984375000e-01,5.396443202934563743e+01
2.815856933593750000e-01,7.208538752584466636e+01
2.070159912109375000e-01,5.299568942034976260e+01
1.954345703125000000e-01,5.003086829039870764e+01
2.508392333984375000e-01,6.421435382775337075e+01
1.791839599609375000e-01,4.587074377999319807e+01
2.137298583984375000e-01,5.471442630727791112e+01
2.012634277343750000e-01,5.152304440586814138e+01
1.993408203125000000e-01,5.103086066097507256e+01
2.236480712890625000e-01,5.725346943569444136e+01
1.915740966796875000e-01,4.904259458041507713e+01
1.866302490234375000e-01,4.777697923640432975e+01
2.115020751953125000e-01,5.414411815843357800e+01
1.923980712890625000e-01,4.925353047108352200e+01
2.106170654296875000e-01,5.391755738697482059e+01
2.207336425781250000e-01,5.650738137795973159e+01
2.149658203125000000e-01,5.503083014328053935e+01
2.227172851562500000e-01,5.701519000364303480e+01
2.006225585937500000e-01,5.135898315757047072e+01
2.124176025390625000e-01,5.437849137028742064e+01
1.826019287109375000e-01,4.674573710424748185e+01
2.134094238281250000e-01,5.463239568312904737e+01
1.864776611328125000e-01,4.773791703442871892e+01
2.035675048828125000e-01,5.211288365570035097e+01
2.188720703125000000e-01,5.603082251385690427e+01
2.200622558593750000e-01,5.633550768926693308e+01
2.075958251953125000e-01,5.314412578785721308e+01
1.875762939453125000e-01,4.801916488865331445e+01
1.781921386718750000e-01,4.561683946715150739e+01
1.908569335937500000e-01,4.885900223112955842e+01
1.976623535156250000e-01,5.060117643924305497e+01
1.812896728515625000e-01,4.640980216725697005e+01
2.151489257812500000e-01,5.507770478565132777e+01
1.707763671875000000e-01,4.371841645113544672e+01
2.191467285156250000e-01,5.610113447741306203e+01
2.070922851562500000e-01,5.301522052133757512e+01
2.009887695312500000e-01,5.145273244231200493e+01
1.888580322265625000e-01,4.834728738524869840e+01
2.067260742187500000e-01,5.292147123659604091e+01
2.132263183593750000e-01,5.458552104075829448e+01
2.041473388671875000e-01,5.226132002320774461e+01
2.144775390625000000e-01,5.490583109695849373e+01
2.142333984375000000e-01,5.484333157379747092e+01
2.254943847656250000e-01,5.772612207959965502e+01
1.914062500000000000e-01,4.899962615824186685e+01
2.323913574218750000e-01,5.949173360889857065e+01
2.058868408203125000e-01,5.270662912573003922e+01
2.087097167968750000e-01,5.342927986227939385e+01
1.823883056640625000e-01,4.669105002148160821e+01
2.125701904296875000e-01,5.441755357226300305e+01
1.803894042968750000e-01,4.617933517560074819e+01
2.100372314453125000e-01,5.376912101946741274e+01
2.206268310546875000e-01,5.648003783657677701e+01
2.284698486328125000e-01,5.848783501812464181e+01
1.810455322265625000e-01,4.634730264409596856e+01
2.178802490234375000e-01,5.577691820101524911e+01
1.818389892578125000e-01,4.655042609436926426e+01
2.205352783203125000e-01,5.645660051539140767e+01
1.862945556640625000e-01,4.769104239205797313e+01
1.555786132812500000e-01,3.982782113436176274e+01
2.102050781250000000e-01,5.381208944164062302e+01
2.222442626953125000e-01,5.689409717751858153e+01
2.132720947265625000e-01,5.459723970135097915e+01
2.150878906250000000e-01,5.506207990486107917e+01
2.118988037109375000e-01,5.424567988357021875e+01
1.540374755859375000e-01,3.943329289440784180e+01
2.198638916015625000e-01,5.628472682669860916e+01
2.371978759765625000e-01,6.072219297113117875e+01
1.994018554687500000e-01,5.104648554176535669e+01
2.482452392578125000e-01,6.355029639416746789e+01
2.349548339843750000e-01,6.014797860208928881e+01
2.038574218750000000e-01,5.218710183945403003e+01
1.963043212890625000e-01,5.025352284165988692e+01
2.209167480468750000e-01,5.655425602033052712e+01
1.973419189453125000e-01,5.051914581509422675e+01
2.066955566406250000e-01,5.291365879620093438e+01
1.774444580078125000e-01,4.542543467747089636e+01
1.887664794921875000e-01,4.832385006406332195e+01
2.001495361328125000e-01,5.123789033144599614e+01
2.359924316406250000e-01,6.041360157552367127e+01
1.691131591796875000e-01,4.329263844960097884e+01
2.004089355468750000e-01,5.130429607480461840e+01
2.429199218750000000e-01,6.218702554521767922e+01
2.366027832031250000e-01,6.056985038342624250e+01
2.266235351562500000e-01,5.801518237421939972e+01
2.301788330078125000e-01,5.892533168025181567e+01
2.302093505859375000e-01,5.893314412064690799e+01
2.278747558593750000e-01,5.833549243041966292e+01
2.072296142578125000e-01,5.305037650311563624e+01
2.209930419921875000e-01,5.657378712131833254e+01
2.330017089843750000e-01,5.964798241680110635e+01
2.004547119140625000e-01,5.131601473539725333e+01
1.687469482421875000e-01,4.319888916485945884e+01
2.038726806640625000e-01,5.219100805965160816e+01
1.181335449218750000e-01,3.024195676953990031e+01
2.033538818359375000e-01,5.205819657293443470e+01
1.878814697265625000e-01,4.809728929260460717e+01
2.153930664062500000e-01,5.514020430881235058e+01
2.348785400390625000e-01,6.012844750110151892e+01
1.664123535156250000e-01,4.260123747463217825e+01
1.992034912109375000e-01,5.099570467919703276e+01
1.997833251953125000e-01,5.114414104670449035e+01
1.577148437500000000e-01,4.037469196202072652e+01
1.894989013671875000e-01,4.851134863354637616e+01
1.915283203125000000e-01,4.903087591982234272e+01
2.066497802734375000e-01,5.290194013560823549e+01
2.052307128906250000e-01,5.253866165723479753e+01
2.210998535156250000e-01,5.660113066270124449e+01
2.015838623046875000e-01,5.160507503001702645e+01
1.791992187500000000e-01,4.587465000019073358e+01
1.916656494140625000e-01,4.906603190160043226e+01
1.900329589843750000e-01,4.864806634046109224e+01
2.099609375000000000e-01,5.374958991847960021e+01
1.788330078125000000e-01,4.578090071544915673e+01
2.557983398437500000e-01,6.548387539196161811e+01
1.922607421875000000e-01,4.921837448930541115e+01
2.219238281250000000e-01,5.681206655336971778e+01
1.974487304687500000e-01,5.054648935647717423e+01
2.018585205078125000e-01,5.167538699357317000e+01
2.019958496093750000e-01,5.171054297535124533e+01
2.266082763671875000e-01,5.801127615402184290e+01
2.433776855468750000e-01,6.230421215114462541e+01
1.996765136718750000e-01,5.111679750532151445e+01
1.665954589843750000e-01,4.264811211700294535e+01
2.124633789062500000e-01,5.439021003088007689e+01
1.797332763671875000e-01,4.601136770710546386e+01
2.021636962890625000e-01,5.175351139752443430e+01
1.914978027343750000e-01,4.902306347942722908e+01
2.068481445312500000e-01,5.295272099817655231e+01
1.811828613281250000e-01,4.638245862587403678e+01
2.078094482421875000e-01,5.319881287062306541e+01
2.418212890625000000e-01,6.190577769099304817e+01
2.253265380859375000e-01,5.768315365742645184e+01
2.142486572265625000e-01,5.484723779399507038e+01
1.984100341796875000e-01,5.079258122892371574e+01
1.727294921875000000e-01,4.421841263642362918e+01
2.099456787109375000e-01,5.374568369828203629e+01
1.746063232421875000e-01,4.469887772072399912e+01
1.909637451171875000e-01,4.888634577251254854e+01
2.271728515625000000e-01,5.815580630133167972e+01
2.292175292968750000e-01,5.867923980780530258e+01
1.967773437500000000e-01,5.037461566778436861e+01
2.210998535156250000e-01,5.660113066270124449e+01
1.947021484375000000e-01,4.984336972091563922e+01
1.905364990234375000e-01,4.877697160698069467e+01
2.257385253906250000e-01,5.778862160276071336e+01
2.232360839843750000e-01,5.714800149036019405e+01
1.998901367187500000e-01,5.117148458808740230e+01
2.250823974609375000e-01,5.762065413426547877e+01
1.983184814453125000e-01,5.076914390773831798e+01
2.049713134765625000e-01,5.247225591387616817e+01
2.109222412109375000e-01,5.399568179092612752e+01
2.509460449218750000e-01,6.424169736913628981e+01
1.814575195312500000e-01,4.645277058943018034e+01
1.893615722656250000e-01,4.847619265176827952e+01
1.977386474609375000e-01,5.062070754023093144e+01
1.637573242187500000e-01,4.192155516025602680e+01
1.758270263671875000e-01,4.501137533652909894e+01
1.917266845703125000e-01,4.908165678239068086e+01
2.136230468750000000e-01,5.468708276589494233e+01
2.000732421875000000e-01,5.121835923045814098e+01
2.086181640625000000e-01,5.340584254109394635e+01
1.770782470703125000e-01,4.533168539272931241e+01
1.596221923828125000e-01,4.086296948671621010e+01
1.952056884765625000e-01,4.997227498743525587e+01
2.011566162109375000e-01,5.149570086448521522e+01
2.591400146484375000e-01,6.633933761522817463e+01
1.805114746093750000e-01,4.621058493718124538e+01
2.108459472656250000e-01,5.397615068993828658e+01
2.136993408203125000e-01,5.470661386688276906e+01
2.108306884765625000e-01,5.397224446974071554e+01
2.104034423828125000e-01,5.386287030420898247e+01
1.921539306640625000e-01,4.919103094792251341e+01
1.882171630859375000e-01,4.818322613695098511e+01
2.252502441406250000e-01,5.766362255643866774e+01
2.215118408203125000e-01,5.670659860803549890e+01
2.119445800781250000e-01,5.425739854416291053e+01
2.241210937500000000e-01,5.737456226181892305e+01
1.736907958984375000e-01,4.446450450887014227e+01
2.168273925781250000e-01,5.550738900738336667e+01
1.738586425781250000e-01,4.450747293104335256e+01
2.338714599609375000e-01,5.987063696806229984e+01
1.794891357421875000e-01,4.594886818394441974e+01
2.256469726562500000e-01,5.776518428157530849e+01
1.928863525390625000e-01,4.937852951740560314e+01
2.096252441406250000e-01,5.366365307413320807e+01
1.879730224609375000e-01,4.812072661379001914e+01
2.193298339843750000e-01,5.614800911978382914e+01
1.947937011718750000e-01,4.986680704210105830e+01
2.052307128906250000e-01,5.253866165723479753e+01
2.214050292968750000e-01,5.667925506665257274e+01
1.706390380859375000e-01,4.368326046935738560e+01
9.094238281250000000e-02,2.328107237748099223e+01
2.284851074218750000e-01,5.849174123832220573e+01
2.330322265625000000e-01,5.965579485719622710e+01
2.248535156250000000e-01,5.756206083130199147e+01
2.377624511718750000e-01,6.086672311844107242e+01
2.116546630859375000e-01,5.418318036040917463e+01
2.008361816406250000e-01,5.141367024033638700e+01
2.154998779296875000e-01,5.516754785019527674e+01
2.020416259765625000e-01,5.172226163594389448e+01
1.954803466796875000e-01,5.004258695099144205e+01
2.078857421875000000e-01,5.321834397161087793e+01
1.878204345703125000e-01,4.808166441181431594e+01
2.397155761718750000e-01,6.136671930372925488e+01
1.863708496093750000e-01,4.771057349304579276e+01
1.789093017578125000e-01,4.580043181643699057e+01
2.073516845703125000e-01,5.308162626469614054e+01
1.997680664062500000e-01,5.114023482650689090e+01
1.958770751953125000e-01,5.014414867612812543e+01
2.161407470703125000e-01,5.533160909849296161e+01
2.558135986328125000e-01,6.548778161215918203e+01
2.039489746093750000e-01,5.221053916063942779e+01
2.133941650390625000e-01,5.462848946293151187e+01
2.172698974609375000e-01,5.562066939311274893e+01
2.061767578125000000e-01,5.278084730948371828e+01
1.807250976562500000e-01,4.626527201994711191e+01
2.138519287109375000e-01,5.474567606885840121e+01
2.038421630859375000e-01,5.218319561925644479e+01
2.462615966796875000e-01,6.304248776848418601e+01
1.501159667968750000e-01,3.842939430363388453e+01
2.145233154296875000e-01,5.491754975755118551e+01
1.847839355468750000e-01,4.730432659249915872e+01
2.229614257812500000e-01,5.707768952680405761e+01
1.784057617187500000e-01,4.567152654991739524e+01
1.733856201171875000e-01,4.438638010491887087e+01
2.288208007812500000e-01,5.857767808266860499e+01
2.081909179687500000e-01,5.329646837556217776e+01
1.699371337890625000e-01,4.350357434026942371e+01
1.931304931640625000e-01,4.944102904056660464e+01
1.986389160156250000e-01,5.085117453188714620e+01
1.933441162109375000e-01,4.949571612333248538e+01
2.351531982421875000e-01,6.019875946465761984e+01
1.930236816406250000e-01,4.941368549918365716e+01
1.446838378906250000e-01,3.703877991330115549e+01
2.329559326171875000e-01,5.963626375620846432e+01
1.646728515625000000e-01,4.215592837210987653e+01
2.117004394531250000e-01,5.419489902100191614e+01
1.888885498046875000e-01,4.835509982564384757e+01
1.899871826171875000e-01,4.863634767986845731e+01
2.595214843750000000e-01,6.643699312016723013e+01
2.127838134765625000e-01,5.447224065502889800e+01
2.184600830078125000e-01,5.592535456852272091e+01
2.225189208984375000e-01,5.696440914107473219e+01
1.797180175781250000e-01,4.600746148690789994e+01
2.377319335937500000e-01,6.085891067804593746e+01
1.945648193359375000e-01,4.980821373913761363e+01
1.872863769531250000e-01,4.794494670489964250e+01
2.202148437500000000e-01,5.637456989124255813e+01
2.176666259765625000e-01,5.572223111824935415e+01
2.024230957031250000e-01,5.181991714088305656e+01
2.227935791015625000e-01,5.703472110463088285e+01
2.097778320312500000e-01,5.370271527610882600e+01
2.560272216796875000e-01,6.554246869492504857e+01
2.253417968750000000e-01,5.768705987762403709e+01
1.968841552734375000e-01,5.040195920916732319e+01
2.181549072265625000e-01,5.584723016457143530e+01
2.208709716796875000e-01,5.654253735973781403e+01
2.227020263671875000e-01,5.701128378344547798e+01
1.884613037109375000e-01,4.824572566011202923e+01
1.938476562500000000e-01,4.962462138985209492e+01
1.921234130859375000e-01,4.918321850752735003e+01
2.042846679687500000e-01,5.229647600498581284e+01
1.898956298828125000e-01,4.861291035868307375e+01
1.917572021484375000e-01,4.908946922278583003e+01
1.984405517578125000e-01,5.080039366931881517e+01
1.827087402343750000e-01,4.677308064563040801e+01
2.176971435546875000e-01,5.573004355864450332e+01
1.934814453125000000e-01,4.953087210511052518e+01
2.117919921875000000e-01,5.421833634218724285e+01
1.994323730468750000e-01,5.105429798216052717e+01
2.079315185546875000e-01,5.323006263220359102e+01
2.095031738281250000e-01,5.363240331255268245e+01
2.127380371093750000e-01,5.446052199443624886e+01
2.110443115234375000e-01,5.402693155250661050e+01
1.645812988281250000e-01,4.213249105092448588e+01
1.812286376953125000e-01,4.639417728646675698e+01
1.971435546875000000e-01,5.046836495252586730e+01
1.919403076171875000e-01,4.913634386515663977e+01
2.486267089843750000e-01,6.364795189910656603e+01
2.041625976562500000e-01,5.226522624340530143e+01
2.030639648437500000e-01,5.198397838918069880e+01
1.721954345703125000e-01,4.408169492950889179e+01
2.060089111328125000e-01,5.273787888731054352e+01
1.901855468750000000e-01,4.868712854243675281e+01
2.136077880859375000e-01,5.468317654569735708e+01
2.196350097656250000e-01,5.622613352373510764e+01
1.995544433593750000e-01,5.108554774374101726e+01
1.903381347656250000e-01,4.872619074441237075e+01
1.433868408203125000e-01,3.670675119650820051e+01
1.977691650390625000e-01,5.062851998062605929e+01
1.822662353515625000e-01,4.665980025990106128e+01
1.939849853515625000e-01,4.965977737163016315e+01
2.319488525390625000e-01,5.937845322316924523e+01
2.242431640625000000e-01,5.740581202339940603e+01
2.083740234375000000e-01,5.334334301793292354e+01
2.161712646484375000e-01,5.533942153888811077e+01
2.163543701171875000e-01,5.538629618125891341e+01
2.218017578125000000e-01,5.678081679178917796e+01
1.899261474609375000e-01,4.862072279907820160e+01
2.216644287109375000e-01,5.674566081001113105e+01
2.172698974609375000e-01,5.562066939311274893e+01
2.608795166015625000e-01,6.678464671775043371e+01
2.101135253906250000e-01,5.378865212045525368e+01
2.139739990234375000e-01,5.477692583043888419e+01
1.970214843750000000e-01,5.043711519094539142e+01
2.128753662109375000e-01,5.449567797621430998e+01
2.029724121093750000e-01,5.196054106799533656e+01
2.115173339843750000e-01,5.414802437863109930e+01
2.028656005859375000e-01,5.193319752661235356e+01
2.254333496093750000e-01,5.771049719880943485e+01
2.158660888671875000e-01,5.526129713493683937e+01
2.104187011718750000e-01,5.386677652440651798e+01
2.217254638671875000e-01,5.676128569080138675e+01
1.734313964843750000e-01,4.439809876551158396e+01
2.152404785156250000e-01,5.510114210683669711e+01
1.910247802734375000e-01,4.890197065330277582e+01
1.831512451171875000e-01,4.688636103135981870e+01
2.217254638671875000e-01,5.676128569080138675e+01
1.845092773437500000e-01,4.723401462894296543e+01
1.892852783203125000e-01,4.845666155078048831e+01
2.097320556640625000e-01,5.369099661551615554e+01
2.042083740234375000e-01,5.227694490399797189e+01
2.022247314453125000e-01,5.176913627831468290e+01
1.965789794921875000e-01,5.032383480521605179e+01
1.513366699218750000e-01,3.874189191943899857e+01
1.868896484375000000e-01,4.784338497976290938e+01
2.238006591796875000e-01,5.729253163767008772e+01
2.003326416015625000e-01,5.128476497381679167e+01
1.927032470703125000e-01,4.933165487503477209e+01
2.102203369140625000e-01,5.381599566183816563e+01
1.866760253906250000e-01,4.778869789699707127e+01
1.736297607421875000e-01,4.444887962807990789e+01
2.247619628906250000e-01,5.753862351011662213e+01
2.111663818359375000e-01,5.405818131408716454e+01
2.677459716796875000e-01,6.854244580665414333e+01
2.133789062500000000e-01,5.462458324273391952e+01
1.777648925781250000e-01,4.550746530161971748e+01
2.356262207031250000e-01,6.031985229078215127e+01
1.782684326171875000e-01,4.563637056813936255e+01
2.124938964843750000e-01,5.439802247127519053e+01
2.039184570312500000e-01,5.220272672024427862e+01
2.000885009765625000e-01,5.122226545065571202e+01
1.747131347656250000e-01,4.472622126210695370e+01
2.019348144531250000e-01,5.169491809456101095e+01
2.252044677734375000e-01,5.765190389584596886e+01
1.907958984375000000e-01,4.884337735033927430e+01
2.024536132812500000e-01,5.182772958127814178e+01
1.752319335937500000e-01,4.485903274882409875e+01
2.044067382812500000e-01,5.232772576656632424e+01
1.780548095703125000e-01,4.558168348537340364e+01
1.973419189453125000e-01,5.051914581509422675e+01
1.988525390625000000e-01,5.090586161465302695e+01
2.219390869140625000e-01,5.681597277356726039e+01
2.238159179687500000e-01,5.729643785786763743e+01
2.037048339843750000e-01,5.214803963747836946e+01
1.790466308593750000e-01,4.583558779821510853e+01
2.118530273437500000e-01,5.423396122297751987e+01
2.087249755859375000e-01,5.343318608247690094e+01
2.081451416015625000e-01,5.328474971496951440e+01
1.974639892578125000e-01,5.055039557667472394e+01
2.141265869140625000e-01,5.481598803241453055e+01
1.937561035156250000e-01,4.960118406866669005e+01
2.246704101562500000e-01,5.751518618893121726e+01
2.182312011718750000e-01,5.586676126555924782e+01
2.214660644531250000e-01,5.669487994744282844e+01
2.010498046875000000e-01,5.146835732310223221e+01
1.979675292968750000e-01,5.067930084319439032e+01
1.959381103515625000e-01,5.015977355691834561e+01
1.931915283203125000e-01,4.945665392135685323e+01
2.244873046875000000e-01,5.746831154656042884e+01
1.573638916015625000e-01,4.028484889747674202e+01
2.019042968750000000e-01,5.168710565416584757e+01
1.976776123046875000e-01,5.060508265944066864e+01
2.002716064453125000e-01,5.126914009302650044e+01
2.108612060546875000e-01,5.398005691013586471e+01
2.098388671875000000e-01,5.371834015689906039e+01
1.817321777343750000e-01,4.652308255298631678e+01
2.146301269531250000e-01,5.494489329893418983e+01
2.271270751953125000e-01,5.814408764073903768e+01
2.521362304687500000e-01,6.454638254454633284e+01
2.129821777343750000e-01,5.452302151759723614e+01
1.989593505859375000e-01,5.093320515603598864e+01
1.893157958984375000e-01,4.846447399117563748e+01
2.064514160156250000e-01,5.285115927303987604e+01
1.776733398437500000e-01,4.548402798043432682e+01
1.793975830078125000e-01,4.592543086275907882e+01
1.653289794921875000e-01,4.232389584060513954e+01
2.085266113281250000e-01,5.338240521990859122e+01
2.104949951171875000e-01,5.388630762539436603e+01
2.247924804687500000e-01,5.754643595051172866e+01
2.281646728515625000e-01,5.840971061417335619e+01
2.154083251953125000e-01,5.514411052900994292e+01
2.197570800781250000e-01,5.625738328531564036e+01
2.146606445312500000e-01,5.495270573932928215e+01
2.255706787109375000e-01,5.774565318058749597e+01
1.391906738281250000e-01,3.563254064217811390e+01
2.143859863281250000e-01,5.488239377577313860e+01
2.496337890625000000e-01,6.390576243214577801e+01
2.204589843750000000e-01,5.643706941440358094e+01
1.898498535156250000e-01,4.860119169809032513e+01
1.867523193359375000e-01,4.780822899798489090e+01
2.040100097656250000e-01,5.222616404142964797e+01
2.409210205078125000e-01,6.167531069933681920e+01
1.846923828125000000e-01,4.728088927131370411e+01
2.006835937500000000e-01,5.137460803836073353e+01
1.875762939453125000e-01,4.801916488865331445e+01
2.125549316406250000e-01,5.441364735206548175e+01
2.010650634765625000e-01,5.147226354329980325e+01
2.139282226562500000e-01,5.476520716984621373e+01
2.012481689453125000e-01,5.151913818567059167e+01
2.129058837890625000e-01,5.450349041660943783e+01
2.154541015625000000e-01,5.515582918960258496e+01
1.898651123046875000e-01,4.860509791828793880e+01
2.106170654296875000e-01,5.391755738697482059e+01
1.804199218750000000e-01,4.618714761599584762e+01
2.031707763671875000e-01,5.201132193056365338e+01
2.272491455078125000e-01,5.817533740231954198e+01
1.770324707031250000e-01,4.531996673213669169e+01
1.825256347656250000e-01,4.672620600325964091e+01
2.220611572265625000e-01,5.684722253514780022e+01
2.088623046875000000e-01,5.346834206425496916e+01
1.866149902343750000e-01,4.777307301620677293e+01
3.074340820312500000e-01,7.870252454051799873e+01
2.122955322265625000e-01,5.434724160870688792e+01
1.929779052734375000e-01,4.940196683859095828e+01
1.694793701171875000e-01,4.338638773434250595e+01
1.989135742187500000e-01,5.092148649544331107e+01
1.772155761718750000e-01,4.536684137450741616e+01
2.039947509765625000e-01,5.222225782123207694e+01
2.294158935546875000e-01,5.873002067037359808e+01
1.939392089843750000e-01,4.964805871103745716e+01
2.109832763671875000e-01,5.401130667171638322e+01
1.940917968750000000e-01,4.968712091301311773e+01
1.780548095703125000e-01,4.558168348537340364e+01
1.731567382812500000e-01,4.432778680195540488e+01
2.189178466796875000e-01,5.604254117444963157e+01
2.404479980468750000e-01,6.155421787321235172e+01
2.149505615234375000e-01,5.502692392308297542e+01
2.236633300781250000e-01,5.725737565589200528e+01
1.720275878906250000e-01,4.403872650733570282e+01
2.012481689453125000e-01,5.151913818567059167e+01
2.101745605468750000e-01,5.380427700124552359e+01
2.278289794921875000e-01,5.832377376982697115e+01
2.135620117187500000e-01,5.467145788510467952e+01
2.129058837890625000e-01,5.450349041660943783e+01
2.141113281250000000e-01,5.481208181221698794e+01
2.227172851562500000e-01,5.701519000364303480e+01
1.916656494140625000e-01,4.906603190160043226e+01
2.357330322265625000e-01,6.034719583216507743e+01
1.929626464843750000e-01,4.939806061839336593e+01
2.209472656250000000e-01,5.656206846072562655e+01
2.364044189453125000e-01,6.051906952085787594e+01
2.159423828125000000e-01,5.528082823592463058e+01
1.832427978515625000e-01,4.690979835254515251e+01
2.423553466796875000e-01,6.204249539790782109e+01
1.882934570312500000e-01,4.820275723793881895e+01
2.208862304687500000e-01,5.654644357993536374e+01
1.854400634765625000e-01,4.747229406099434357e+01
2.370758056640625000e-01,6.069094320955070998e+01
1.517333984375000000e-01,3.884345364457566774e+01
1.901397705078125000e-01,4.867540988184407524e+01
1.991119384765625000e-01,5.097226735801162079e+01
2.012634277343750000e-01,5.152304440586814138e+01
2.097015380859375000e-01,5.368318417512099217e+01
2.183380126953125000e-01,5.589410480694221661e+01
2.377319335937500000e-01,6.085891067804593746e+01
2.294464111328125000e-01,5.873783311076873304e+01
2.087860107421875000e-01,5.344881096326715664e+01
2.006988525390625000e-01,5.137851425855833298e+01
1.855468750000000000e-01,4.749963760237732657e+01
2.484893798828125000e-01,6.361279591732854044e+01
2.159729003906250000e-01,5.528864067631980106e+01
1.700439453125000000e-01,4.353091788165237830e+01
2.012176513671875000e-01,5.151132574527547092e+01
1.904907226562500000e-01,4.876525294638802421e+01
2.134704589843750000e-01,5.464802056391928176e+01
1.980743408203125000e-01,5.070664438457730938e+01
2.107086181640625000e-01,5.394099470816024677e+01
2.061614990234375000e-01,5.277694108928615435e+01
1.796112060546875000e-01,4.598011794552493825e+01
2.298583984375000000e-01,5.884330105610293060e+01
2.058410644531250000e-01,5.269491046513737587e+01
2.035217285156250000e-01,5.210116499510760235e+01
1.661529541015625000e-01,4.253483173127356309e+01
1.654205322265625000e-01,4.234733316179051599e+01
2.315216064453125000e-01,5.926907905763741979e+01
2.239074707031250000e-01,5.731987517905305651e+01
2.245483398437500000e-01,5.748393642735070586e+01
2.152709960937500000e-01,5.510895454723183917e+01
1.736602783203125000e-01,4.445669206847502863e+01
1.390228271484375000e-01,3.558957222000490361e+01
2.070922851562500000e-01,5.301522052133757512e+01
1.904144287109375000e-01,4.874572184540021169e+01
1.832733154296875000e-01,4.691761079294026615e+01
1.896820068359375000e-01,4.855822327591715748e+01
1.988067626953125000e-01,5.089414295406039912e+01
2.097473144531250000e-01,5.369490283571373368e+01
1.857452392578125000e-01,4.755041846494562918e+01
2.102355957031250000e-01,5.381990188203577929e+01
2.018432617187500000e-01,5.167148077337558476e+01
2.153320312500000000e-01,5.512457942802210198e+01
2.488555908203125000e-01,6.370654520207005334e+01
2.127380371093750000e-01,5.446052199443624886e+01
1.923370361328125000e-01,4.923790559029326630e+01
